review_id,utterance,previous_turn,next_turn,prev_Formality,prev_Energy,prev_Intimacy,prev_Curiosity,reviewed_Humor,reviewer_notes
gold-0111,And and how much is this um pack of cookies,Right this corner.,It's three thousand yen.,25,30,0,90,0,"Formality 35로; Energy 25로; Intimacy 5로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=And 반복과 um이 있는 일상 질문; E=평이한 가격 확인; I=거래 목적; H=유머 단서 없음; C=쿠키 가격의 정보 격차를 명시"
gold-0112,please get err give me the express express ticket,We have express and semi er semi-express and local.,O K.,40,30,0,15,0,"Formality 45로; Intimacy 5로; Curiosity 10로; 근거 F1/F2·E1·I1·H1·C1: F=please는 있으나 직접적인 give me 요청; E=자기수정 외 흥분 신호 없음; I=티켓 구매 목적; H=반복은 유머가 아님; C=티켓 제공을 요청하는 행동 중심"
gold-0113,So so then er do you know ah Milano za,I know I know every every place in Shinjuku. Yeah.,Mhm-huh .,20,30,0,85,0,"Formality 30로; Intimacy 10로; Curiosity 55로; 근거 F1/F2·E1·I1·H1·C1: F=So와 er 반복의 구어적 질문; E=약한 대화 참여; I=상대의 인지 여부 확인; H=농담 근거 없음; C=장소를 아는지 확인하나 장소명과 질문 범위가 불명확"
gold-0114,Well tough question because I lived in America when I was really small,O K. So could you compare this mm ski area in America to France?,Oh really?,35,25,55,0,0,"Energy 35로; Intimacy 35로; 근거 F1/F2·E1·I1·H1·C1: F=Well tough question의 구어적 평가; E=답변 어려움의 가벼운 강조; I=어린 시절 거주 경험 공개; H=어려움 진술이며 자조적 농담은 불명확; C=현재 문장은 질문에 대한 설명"
gold-0115,asked some question how the accident had happened Then,Yes. Please .,Uh-huh .,35,20,0,10,0,"Formality 40로; Energy 25로; Intimacy 5로; Curiosity 0로; 근거 F1/F2·E1·I1·H1·C1: F=사건을 보고하는 중립적 단편; E=감정 평가 없이 사실 서술; I=자기 감정이나 관계 표현 없음; H=농담 단서 없음; C=질문을 받았다는 보고이며 현재의 질문이 아님"
gold-0116,"er how can you say, the taste",I see .,Mm-hum . Mm-huh .,25,20,0,85,0,"Formality 30로; Energy 25로; Intimacy 5로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=er를 동반한 즉흥적 표현 질문; E=낮은 강조; I=언어 표현 도움 요청; H=농담 단서 없음; C=맛을 어떻게 표현하는지 묻는 언어적 탐색"
gold-0117,It's a very difficult question,what other things do you do to relax yourself?,Hm .,30,25,10,5,0,"Formality 45로; Energy 35로; Intimacy 15로; Curiosity 0로; 근거 F1/F2·E1·I1·H1·C1: F=완결된 중립 진술; E=very difficult의 약한 강조; I=자신의 답변 어려움을 드러냄; H=농담 의도를 확인할 단서 없음; C=question이라는 명사가 있지만 정보 요청은 아님"
gold-0118,So um and how much is it,O K. .,Ur it's one hundred dollars.,25,20,0,90,0,"Formality 35로; Energy 25로; Intimacy 5로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=So um으로 시작하는 일상 질문; E=강조 없는 확인; I=거래 목적; H=유머 단서 없음; C=가격을 명시적으로 질문"
gold-0119,Do you know Ryan Air,Umm .,No.,30,25,0,90,0,"Formality 45로; Energy 30로; Intimacy 10로; Curiosity 55로; 근거 F1/F2·E1·I1·H1·C1: F=평이한 직접 질문; E=중립적 관심; I=상대의 지식을 확인; H=농담 단서 없음; C=인지 여부를 묻는 닫힌 질문"
gold-0120,"Er could you discount, please",Mh-hmm .,Ah no.,55,25,0,50,0,"Formality 60로; Intimacy 5로; Curiosity 20로; 근거 F1/F2·E1·I1·H1·C1: F=could와 please가 요청을 완화; E=차분한 협상 요청; I=거래 목적; H=흥정 자체는 유머가 아님; C=할인 행동 요청이며 가능성 확인이 일부 포함"
gold-0121,Can you imagine that,Oh .,Oh I see.,25,45,15,45,0,"Formality 35로; Intimacy 20로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=짧고 친근한 직접 발화; E=수사적 놀람 표현; I=상대와 반응을 공유하려는 신호; H=놀라움의 대상이나 농담 내용이 현재 문장에 없음; C=정보 획득보다 공감 반응 유도가 우세한 읽기"
gold-0122,"Do you like spicy,",Wow . Thailand. O K .,"Yes. I like spicy ,",20,30,10,85,0,"Formality 40로; Intimacy 30로; Curiosity 60로; 근거 F1/F2·E1·I1·H1·C1: F=편한 직접 질문; E=차분한 관심; I=상대의 음식 취향을 물음; H=유머 단서 없음; C=개인 선호에 대한 실제 질문"
gold-0123,Should I say her name too,"Ah . O K. Can you tell me er can you describe one er uh of your friends in the dance club, maybe a close friend of yours?","Oh it doesn't matter. Er "" she "".",25,25,10,90,0,"Formality 45로; Curiosity 50로; 근거 F1/F2·E1·I1·H1·C1: F=중립적 should 질문; E=강조 없는 절차 확인; I=타인의 이름 언급만으로 깊은 친밀성을 추론하지 않음; H=농담 단서 없음; C=이름을 말해야 하는지 절차 확인"
gold-0124,Many question from foreign investors,"Hum . Yes. So, do you want to work in a foreign country in the future?","So, what do you like most about your job?",40,20,0,0,0,"Formality 45로; Energy 25로; Intimacy 5로; 근거 F1/F2·E1·I1·H1·C1: F=업무 어휘의 중립적 단편; E=정서 강조 없음; I=투자자에 관한 비개인적 내용; H=농담 단서 없음; C=질문이 많다는 서술이며 현재 질문은 없음"
gold-0125,do you need to prepare,"Yeah, I'm free.",I can meet you at er six six thirty.,25,20,0,85,0,"Formality 40로; Energy 25로; Intimacy 10로; Curiosity 50로; 근거 F1/F2·E1·I1·H1·C1: F=평이한 직접 질문; E=강조 없는 확인; I=상대의 준비 필요를 확인하는 약한 배려; H=농담 단서 없음; C=필요 여부를 묻는 닫힌 질문"
gold-0126,"One day last week, my wante my mother was looking in the refrigerator and she saw that there were no mm no food in there","I want you to do. This time, I want you to make a short story using these six pictures. O K? This happened last week. And make a very short story using all these six pictures starting from here, ending here. O K? And start your story with this phrase, ""One day last week"". That can be anybody.",Hm . O K .,35,30,60,0,0,"Intimacy 30로; 근거 F1/F2·E1·I1·H1·C1: F=일상 이야기 도입과 자기수정; E=사건을 순차적으로 서술; I=my mother를 포함한 가정 이야기이나 실제 경험인지는 단정하지 않음; H=이야기 도입만 있고 반전 없음; C=정보 요청 없는 서술"
gold-0127,"And I'm I'm the marketing managers, and work with three brand managers erm in a area of the tea black tea,",Right. O K. What's your responsibility at work?,Hum .,45,20,20,0,0,"Energy 25로; 근거 F1/F2·E1·I1·H1·C1: F=업무 어휘와 구어적 반복의 혼합; E=차분한 직무 설명; I=자신의 직업에 대한 얕은 자기공개; H=농담 단서 없음; C=직무 정보 전달"
gold-0128,"and pretty huge house in the United States, I guess",Um-huh .,Un .,25,20,15,0,0,"Formality 35로; Energy 35로; Intimacy 10로; 근거 F1/F2·E1·I1·H1·C1: F=pretty와 I guess의 구어적 표현; E=huge의 크기 강조; I=대상 인상에 한정; H=크기 강조만으로 익살 의도를 확인할 수 없음; C=추정 의견이며 질문은 없음"
gold-0129,"Ah ah I go to England, France, Italy, Doitsu , Berugi , Oranda",Where have you been?,"Wow . So, tell me about the best country you've ever been to.",25,30,35,0,0,"Formality 35로; Intimacy 25로; 근거 F1/F2·E1·I1·H1·C1: F=구어적 도입과 국가명 나열; E=목록 전달 수준의 활성; I=본인의 여행 경험을 언급; H=언어 혼용은 유머 근거가 아님; C=여행 정보 진술"
gold-0130,uh so I was like I was kind of erm looking forward to go,Ohh .,Umm .,20,35,30,0,0,"Formality 25로; Energy 40로; 근거 F1/F2·E1·I1·H1·C1: F=like와 kind of 및 필러가 많은 구어체; E=looking forward의 기대감; I=자신의 기대 감정 공개; H=농담 단서 없음; C=정보 요청 없는 감정 진술"
gold-0131,Err this place err looks looks like calm,Uh-huh .,Uh-huh .,25,15,10,0,0,"Formality 35로; Energy 20로; 근거 F1/F2·E1·I1·H1·C1: F=Err와 반복이 있는 일상 평가; E=차분한 장소 평가이며 calm을 화자의 감정으로 단정하지 않음; I=대상에 대한 인상; H=유머 단서 없음; C=장소 평가 진술"
gold-0132,"I I like reading books, listening music, singing songs and having a sleep",Uhu .,. All right. So tell me about your favorite book.,25,25,55,0,5,"Formality 35로; Energy 30로; Intimacy 35로; 근거 F1/F2·E1·I1·H1·C1: F=편한 취향 나열; E=평이한 선호 표현; I=독서와 음악 및 수면 취향 공개; H=활동 목록 끝의 수면이 약한 익살로도 읽히나 문자적 목록일 가능성이 커 확신 낮음; C=질문 없는 자기소개"
gold-0133,The girl eat ice cream,"Now, I'm erm let's do this. Please make a story with these pictures. And start with ""One day last week,"" O K?","Um . O K. Thank you, XXX02 .",30,15,0,0,0,"Formality 40로; Energy 25로; 근거 F1/F2·E1·I1·H1·C1: F=평이한 묘사이며 문법 오류로 말투를 낮게 단정하지 않음; E=강조 없는 행동 묘사; I=제3자 행동만 서술; H=농담 단서 없음; C=정보 탐색 없음"
gold-0134,I guess that's about it,Mh-hmm .,O K.,20,10,5,0,0,"Formality 35로; Energy 20로; Intimacy 10로; 근거 F1/F2·E1·I1·H1·C1: F=I guess의 편한 마무리; E=대화 종료의 낮은 강조; I=가벼운 대화 조율; H=농담 단서 없음; C=추가 탐색 없이 마무리"
gold-0135,it's a green tie,Um .,Um .,30,10,0,0,0,"Formality 40로; Energy 25로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 사물 설명; E=강조 없는 색상 전달; I=비개인적 내용; H=농담 단서 없음; C=정보 전달"
gold-0136,"Great, it sounds good. Can you tell me? Yes. And can you tell me who stars in the film?",should i book the tickets for this time?,"sure i can do that. rami balek, brian may, and ben hardy star in the film.",45,55,5,90,0,"Formality 50로; Energy 45로; Intimacy 10로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=Can you tell me의 일반적 정중함; E=Great와 sounds good의 긍정 반응; I=가벼운 대화 협조; H=긍정 반응은 유머가 아님; C=영화 출연진이라는 명확한 사실 질문"
gold-0137,That's quite alright with me. The obscore atmosphere you described at the second location sounds like a wonderful experience. Would you be able to reserve a table for me some time tonight for my party of three?,It looks like they do not accept american express.,"certainly, did you have a specific time in mind for tonight?",90,35,5,55,0,"Formality 75로; Energy 40로; Intimacy 15로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Would you be able to와 상세한 완곡 요청; E=wonderful의 평가 있으나 지속적 흥분은 없음; I=긍정적인 대화 조율 수준; H=어휘 오류와 분위기 칭찬은 농담 근거가 아님; C=예약 행동 요청이 중심"
gold-0138,"Okay, fantastic. I'll choose the most economical option of the three options. What is the most economical option on the price per plate option?",it's about 20 dollars a plate.,"Fantastic. Can I go with that one? Can I have phone number, please?",60,55,0,90,0,"Formality 55로; Energy 50로; Intimacy 5로; Curiosity 70로; 근거 F1/F2·E1·I1·H1·C1: F=economical option 등 비교적 격식 있는 어휘; E=fantastic의 명시적 감탄; I=경제적 선택의 거래 목적; H=경제적 선택이나 반복은 농담 근거가 아님; C=세 선택지의 가격 비교를 요구"
gold-0139,"And also, could you please make sure that this the restaurant has a kids' menu option? I would prefer that they have a rating of four stars and up, and a buffet for lunch would be great.",I am at the Arden Fair mall in Sacramento.,Sure thing. I'll take a moment to look for the best options. Please be patient.,70,35,5,75,0,"Formality 75로; Intimacy 10로; Curiosity 45로; 근거 F1/F2·E1·I1·H1·C1: F=could you please와 I would prefer의 완곡 표현; E=차분하게 여러 조건을 제시; I=필요 조건 공유이나 정서적 친밀성은 적음; H=농담 단서 없음; C=조건 충족 여부 확인과 행동 요청의 혼합"
gold-0140,"Okay, that's great. Could you tell me what the price range is for both restaurants?","sure, kusakabe is rated at 4.8 out of 5 stars and wako japanese restaurant is rated at 4.7 out of 5 stars.","sure, they are both rated at 4 out of 5 stars in terms of price.",60,35,0,90,0,"Energy 40로; Intimacy 10로; Curiosity 70로; 근거 F1/F2·E1·I1·H1·C1: F=Could you tell me의 정중한 정보 요청; E=great의 가벼운 긍정 강조; I=협조적인 반응; H=농담 단서 없음; C=두 식당의 가격대를 비교 확인"
gold-0141,"Yeah, that's great. I want to pick up the order, how long will it take?","great, your total will be $80, is that ok?","would you like to dine-in, pick-up, or have your order delivered?",35,40,0,85,0,"Formality 40로; Intimacy 10로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=Yeah와 I want의 편한 거래 표현; E=great의 긍정 평가; I=가벼운 대화 협조; H=농담 단서 없음; C=픽업 의사와 실제 소요 시간 질문"
gold-0142,"Okay, that sounds great. Could you give me the phone number for the restaurant?",Less than 30 dollars for 2 people typically.,Sure thing one moment.,60,30,0,80,0,"Energy 40로; Intimacy 10로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=Could you give me의 정중한 요청; E=sounds great의 긍정 반응; I=협조적인 반응; H=농담 단서 없음; C=전화번호라는 정보를 요청"
gold-0143,Awesome. Can you send them to my to my mobile as a text message?,sure! you're all set. 2 tickets for the upside at 9:55pm at edwards metro pointe 12.,absolutely! you will receive your tickets via text message.,30,70,0,65,0,"Formality 40로; Energy 55로; Intimacy 10로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Can you와 mobile의 일상 요청; E=Awesome의 뚜렷한 감탄; I=긍정적인 대화 협조; H=감탄은 농담이 아님; C=문자 전송이라는 행동 요청"
gold-0144,"Great, would you mind giving me the phone number for Gama Singh?",They are a bit busy but there is no wait time.,"Sure, it's 9 1 6.",65,45,0,75,0,"Formality 70로; Energy 40로; Intimacy 10로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=would you mind의 완곡한 요청; E=Great의 가벼운 긍정 반응; I=협조적인 반응; H=농담 단서 없음; C=전화번호라는 정보를 요청"
gold-0145,"Oh, that's great. Do you know if they have an all-you-can-eat option?",Starbelly has a patio.,"no, they do not have an all you can eat buffet.",35,55,0,85,0,"Formality 45로; Energy 40로; Intimacy 10로; Curiosity 60로; 근거 F1/F2·E1·I1·H1·C1: F=Do you know if의 일상적인 질문; E=Oh great의 긍정 반응; I=협조적인 반응; H=무제한 메뉴 언급은 유머가 아님; C=메뉴 옵션 존재 여부의 사실 확인"
gold-0146,"Fantastic. Can I go with that one? Can I have phone number, please?","Okay, fantastic. I'll choose the most economical option of the three options. What is the most economical option on the price per plate option?",sure it's (916) 448-3481.,45,70,0,70,0,"Formality 55로; Energy 55로; Intimacy 10로; Curiosity 60로; 근거 F1/F2·E1·I1·H1·C1: F=please가 포함된 선택 및 정보 요청; E=Fantastic의 뚜렷한 감탄; I=협조적인 반응; H=감탄 자체는 농담이 아님; C=선택 요청과 전화번호 정보 요청의 혼합"
gold-0147,Great! Can you get me a ticket for that show?,"Is AMC, Champaign playing it, as well?",Thank you.,35,70,0,50,0,"Formality 45로; Energy 55로; Intimacy 10로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Can you get me의 일반적인 요청; E=Great와 느낌표의 긍정 강조; I=협조적인 반응; H=감탄부호는 유머 근거가 아님; C=티켓 구매 행동 요청"
gold-0148,"Awesome, and does the other place sell wine by the bottle?","yes, Rose's Cafe has an eggplant parmesan which is popular amongst their customer reviewers.","yes, piccino has wine options by the glass and bottle.",35,65,0,85,0,"Formality 40로; Energy 55로; Intimacy 10로; Curiosity 60로; 근거 F1/F2·E1·I1·H1·C1: F=Awesome으로 시작하는 편한 질문; E=Awesome의 뚜렷한 감탄; I=가벼운 대화 협조; H=농담 단서 없음; C=병 단위 판매 여부를 확인"
gold-0149,"Yeah, that's great. Could you get four tickets?","the next showing is at 1:50pm, is that ok?","great, your total will be $48, is that ok?",40,60,0,45,0,"Formality 55로; Energy 40로; Intimacy 10로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Could you의 완곡함과 Yeah의 구어성; E=great의 긍정 반응; I=협조적인 반응; H=농담 단서 없음; C=네 장 구매라는 행동 요청"
gold-0150,Great. Does the restaurant have meatballs? Does the restaurant have linguine?,There aren't any available at 7. How about 8?,Great. that's 1 person at 8 pm for Cotogna.,35,55,0,95,0,"Formality 45로; Energy 45로; Intimacy 10로; Curiosity 70로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 두 직접 질문; E=Great와 연속 확인의 약한 적극성; I=가벼운 대화 협조; H=메뉴 질문은 농담이 아님; C=서로 다른 두 메뉴 항목을 탐색"
gold-0151,"Great. And a second one, do they have guacamole on their menu?","They both sound good. Could you tell me if Don Pisto's, is there required attire?",8:30 party of four?,35,55,0,90,0,"Formality 40로; Energy 40로; Intimacy 10로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=And a second one의 구어적 연결; E=Great의 가벼운 긍정 반응; I=협조적인 반응; H=농담 단서 없음; C=다음 선택지의 구체적 메뉴를 추가 확인"
gold-0152,"Okay, great. How long do you think he'll take?","Sure, one Venti Caramel BrulÃ©e Latte.",What milk do you like for the drink?,35,50,0,90,0,"Formality 40로; Energy 40로; Intimacy 10로; Curiosity 65로; 근거 F1/F2·E1·I1·H1·C1: F=Okay great의 일상적 도입; E=가벼운 긍정 반응; I=대화 협조 수준; H=농담 단서 없음; C=How long으로 소요 시간을 질문"
gold-0153,"That sounds great. I would like three tickets, please.",I have a showing at 3:45 at the alamo draft house.,Great. Let me book those for you. It'll take a moment.,60,45,0,15,0,"Formality 65로; Energy 40로; Intimacy 10로; Curiosity 10로; 근거 F1/F2·E1·I1·H1·C1: F=I would like와 please의 정중함; E=sounds great의 긍정 반응; I=거래 중의 협조적 반응; H=농담 단서 없음; C=세 장 구매 의사로 정보 탐색은 약함"
gold-0154,Great. Do they have any specials?,"Hakkasan, is a Asian fusion restaurant just a block down that is open for dinner.",They seem to specialize in Cantonese cuisine.,35,55,0,90,0,"Formality 45로; Energy 40로; Intimacy 10로; Curiosity 60로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 직접 질문; E=Great의 긍정 반응; I=대화 협조 수준; H=농담 단서 없음; C=특별 메뉴 존재 여부 확인"
gold-0155,Great. And are they currently busy?,"yes, they do have on site parking.","no, they are not currently busy. they have no wait time.",35,50,0,90,0,"Formality 45로; Energy 40로; Intimacy 10로; Curiosity 60로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 직접 질문; E=Great의 긍정 반응; I=대화 협조 수준; H=농담 단서 없음; C=현재 혼잡 여부의 사실 확인"
gold-0156,I am doing great. How are you?,"hi, how are you today?",I'd like to order some pizzas from a new pizzeria called Bella Luna.,30,55,30,70,0,"Formality 45로; Energy 40로; Curiosity 35로; 근거 F1/F2·E1·I1·H1·C1: F=평이하고 예의 있는 안부; E=doing great의 긍정 상태 표현; I=자신의 안부와 상대의 안부를 교환; H=친근한 안부가 곧 농담은 아님; C=관습적 안부 질문으로 탐색 깊이는 제한적"
gold-0157,"Okay. Yes, please. Great, thank you.","sure, 2 adult tickets for the 7:40 showing of stan and olli's at santiko's embassy. that'll be $24.",would u like me to charge the card on file now.,45,55,10,0,0,"Formality 55로; Energy 40로; Intimacy 20로; 근거 F1/F2·E1·I1·H1·C1: F=please와 thank you의 예의; E=Great를 포함한 밝은 수락; I=의례적 감사와 협조; H=농담 단서 없음; C=수락과 감사이며 정보 요청 없음"
gold-0158,"Thank you very much, you have a great wonderful day. I really enjoyed talking to you.","Oh, that's great. That's pretty cheap like tall coffee.",It is! no problem!,55,70,55,0,0,"Formality 60로; Energy 55로; 근거 F1/F2·E1·I1·H1·C1: F=Thank you very much와 정중한 인사; E=great wonderful과 really enjoyed의 반복된 정서 강조; I=대화 자체에 대한 즐거움과 상대를 위한 덕담; H=따뜻함과 긍정성은 유머와 구분; C=감사와 마무리"
gold-0159,Awesome. Thank you. Thank you. I'll go there now.,your receipt will be texted to you and your drink will be ready in 5 minutes.,can i help you with anything else?,25,70,5,0,0,"Formality 40로; Energy 55로; Intimacy 25로; 근거 F1/F2·E1·I1·H1·C1: F=Awesome과 짧은 문장의 편한 감사; E=감탄과 두 번의 감사; I=반복된 감사로 일반 거래 인사보다 따뜻함; H=농담 단서 없음; C=이동 계획과 감사"
gold-0160,"Okay, that sounds great. I know where that Starbucks is.","I can give you the address. It's 333 Nathan lane, across from the Starbucks.",Great. And it's going to be 89 dollars to inspect your car but that goes towards the total repair cost.,30,45,0,0,0,"Formality 40로; Energy 40로; Intimacy 10로; 근거 F1/F2·E1·I1·H1·C1: F=Okay와 축약형이 있는 일상 진술; E=sounds great의 긍정 반응; I=가벼운 협조와 위치 인지; H=농담 단서 없음; C=위치를 안다는 진술"
gold-0161,Great. Thank you. Nope. That'll be it.,did you need anything else?,"thanks, bye.",20,45,5,0,0,"Formality 35로; Energy 35로; Intimacy 15로; 근거 F1/F2·E1·I1·H1·C1: F=Nope와 That'll의 편한 마무리; E=Great의 약한 긍정 반응; I=의례적 감사; H=농담 단서 없음; C=추가 요청 없이 대화 종료"
gold-0162,"Oh, that's great. Thank you so much.","perfect, your pizzas will be ready in 30 minutes.",Have a great day.,30,60,10,0,0,"Formality 50로; Energy 50로; Intimacy 25로; 근거 F1/F2·E1·I1·H1·C1: F=Thank you so much의 정중한 감사; E=Oh great와 so much의 강조; I=강조된 감사의 따뜻함; H=농담 단서 없음; C=감사와 반응"
gold-0163,Great. Thank you very much.,Enjoy the movie.,you're welcome! take care.,45,50,5,0,0,"Formality 55로; Energy 45로; Intimacy 20로; 근거 F1/F2·E1·I1·H1·C1: F=Thank you very much의 정중함; E=Great와 감사 강조; I=의례적 감사보다 약간 강한 따뜻함; H=농담 단서 없음; C=정보 요청 없음"
gold-0164,"Yeah, that sounds great.",looks like they're booked for the week and the next available is this monday at 8:30am. does that work for you?,"and before i confirm the details, please say ""yes"" if you understand and agree to the $89 inspection fee.",20,45,5,0,0,"Formality 35로; Energy 40로; Intimacy 10로; 근거 F1/F2·E1·I1·H1·C1: F=Yeah와 축약형의 편한 동의; E=sounds great의 긍정 평가; I=가벼운 협조; H=농담 단서 없음; C=동의 진술"
gold-0165,That is absolutely correct.,"ok, i have booked 2 tickets to watch the upside at century arden 14 at 9:45 tonight, is that correct?","ok, your tickets and receipt will be texted to you.",50,55,0,0,0,"Formality 55로; Energy 40로; Intimacy 5로; 근거 F1/F2·E1·I1·H1·C1: F=That is와 correct의 비교적 정돈된 확인; E=absolutely의 확신 강조; I=사실 확인에 한정; H=강조된 확신이 농담은 아님; C=답변을 확정하는 진술"
gold-0166,Great. That's all for me. Thank you.,"ok, your coffee will be ready for pickup soon at the Starbucks on route 40.",Great. That's all for me. Thank you.,35,45,5,0,0,"Formality 45로; Energy 35로; Intimacy 15로; 근거 F1/F2·E1·I1·H1·C1: F=중립적인 마무리와 감사; E=Great의 가벼운 반응; I=의례적 감사; H=농담 단서 없음; C=대화 종료"
gold-0167,Alright. Awesome. Thank you.,the phone number for chando's tacos is (916) 641-8226.,you are welcome.,20,65,5,0,0,"Formality 35로; Energy 50로; Intimacy 20로; 근거 F1/F2·E1·I1·H1·C1: F=Alright Awesome의 편한 말투; E=Awesome의 뚜렷한 감탄; I=감사를 통한 따뜻함; H=감탄은 유머 근거가 아님; C=감사와 마무리"
gold-0168,"The dark at the first location sound divine. Could you please book me the next available dinner reservation at that location for my party of eight, please?",dinner begins at 5pm at e& o kitchen and bar.,i sure will. the next available reservation time for 8 people at hakkasan will be at 6pm tonight. should i book this time slot now?,85,65,10,55,0,"Formality 75로; Energy 50로; Curiosity 15로; 근거 F1/F2·E1·I1·H1·C1: F=Could you please와 상세한 예약 요청; E=divine의 강한 긍정 평가; I=식당 평가와 거래상 예의; H=divine은 관습적인 강한 칭찬이며 농담 구조 없음; C=예약 실행 요청이 중심"
