annotation_batch,dataset_partition,item_id,reviewer_slot,utterance,reviewed_Formality,reviewed_Energy,reviewed_Intimacy,reviewed_Humor,reviewed_Curiosity,reviewer_id,review_status,reviewer_notes
bias_calib,train,bias_calib-0005,B,"I know personally that would be a very attractive feature, is to have a uh have a button I can push to find my remote control.",45,45,40,0,10,reviewer-B,completed,개인적 선호(personally)와 리모컨 찾기 기능 제안.
bias_calib,train,bias_calib-0058,B,I would just need their phone number?,60,30,15,0,70,reviewer-B,completed,would를 사용해 완곡하게 상대방 연락처를 묻는 질문.
bias_calib,train,bias_calib-0012,B,Just to participant one.,40,20,5,0,0,reviewer-B,completed,전달 대상을 지정하는 짧고 차분한 단편 문장.
bias_calib,train,bias_calib-0018,B,so this might be a little limiting for your creativity,50,35,30,0,0,reviewer-B,completed,might와 a little을 사용하여 상대의 창의성 제한 우려를 완화하여 전달.
bias_calib,train,bias_calib-0052,B,"Italian, American, or Mexican.",40,25,5,0,0,reviewer-B,completed,선택 가능한 옵션 목록들을 나열하는 건조한 발화.
bias_calib,train,bias_calib-0038,B,Um the kitty er the kitty was so cute that uh she wanted him to ur she wanted to er she wanted to keep him keep her,30,50,30,0,0,reviewer-B,completed,so cute 강조 및 고양이에 대한 이야기를 전달하는 발화.
bias_calib,train,bias_calib-0045,B,"No, thank you.",55,25,20,0,0,reviewer-B,completed,thank you를 포함한 정중한 거절 표현.
bias_calib,train,bias_calib-0020,B,"how it looks, or like what it does?",30,35,15,0,75,reviewer-B,completed,외관과 기능 중 어느 쪽인지를 다지선다로 명확히 묻는 질문.
bias_calib,train,bias_calib-0051,B,"Okay. Yeah, that's good enough.",35,30,20,0,0,reviewer-B,completed,일상적인 수락 및 만족 상태 전달.
bias_calib,train,bias_calib-0041,B,b e e f e r Beefer.,40,20,5,0,0,reviewer-B,completed,단어의 알파벳 철자와 단어명을 전달하는 발화.
bias_calib,train,bias_calib-0059,B,"No. No, thank you.",50,30,20,0,0,reviewer-B,completed,No 반복으로 거절을 강조하지만 thank you로 예의를 갖춘 발화.
bias_calib,train,bias_calib-0056,B,"Yeah, then can you tell me who directed the movie?",55,35,15,0,80,reviewer-B,completed,can you tell me who...로 영화 감독 정보를 직접 요청하는 질문.
bias_calib,train,bias_calib-0032,B,"It's easy than speak American or British, I think",40,40,30,0,5,reviewer-B,completed,언어 비교에 대한 I think 완화 표현의 개인적 견해.
bias_calib,train,bias_calib-0046,B,I'd like to order a coffee at the Starbucks in Springfield Plaza in Springfield.,65,30,15,0,10,reviewer-B,completed,I'd like to를 사용하여 정중하게 주문 목적을 밝히는 구어체.
bias_calib,train,bias_calib-0011,B,would we even technically be possible to include video recorder functions on it?,60,40,20,0,80,reviewer-B,completed,would를 사용해 구체적 기능 구현 가능성을 묻는 질의.
bias_calib,train,bias_calib-0001,B,do we want to just have a device that maybe sits and pretends it's a fruit?,35,45,25,60,65,reviewer-B,completed,과일인 척하는 기기라는 유머러스/부조리한 설정(유머 높음)과 질문 형식.
bias_calib,train,bias_calib-0010,B,"Yeah, but I'll zap.",25,45,20,15,0,reviewer-B,completed,zap이라는 가벼운 생동감 있는 구어 표현이 포함된 반말조 진술.
bias_calib,train,bias_calib-0050,B,That sounds good.,40,40,25,0,0,reviewer-B,completed,상대 제안에 대한 협조적이고 가벼운 동의/수락.
bias_calib,train,bias_calib-0042,B,"7:30, I'll be fine.",40,25,20,0,0,reviewer-B,completed,시간에 조율하여 본인의 가능 여부를 알리는 차분한 대답.
bias_calib,train,bias_calib-0033,B,"Then I had school, met my friends, and I was waiting for this interview",40,35,45,0,0,reviewer-B,completed,일과 및 친구/인터뷰 대기 일상에 관한 자기공개 서술.
bias_calib,train,bias_calib-0014,B,We may have to do some more research into other strain injuries that we don't know about.,55,40,20,0,65,reviewer-B,completed,may로 완곡하게 조사 필요성을 조율하며 모르는 영역에 대한 탐색 의지 표명.
bias_calib,train,bias_calib-0023,B,"Um this is so emergency er condition, so I have to go back, you know",35,65,35,0,0,reviewer-B,completed,so emergency와 have to go back으로 긴급 상황 전달 (에너지 높음).
